fecha,tuits_negativos,indice,recoleccion_promedio,tipo_usuario,lugar,tuits_positivos
28/12/15,5691.00,3.13,7827.67,todos,JAL,17792.00
04/01/16,16438.00,2.74,8762.00,todos,JAL,44896.00
11/01/16,16597.00,2.58,8488.00,todos,JAL,42819.00
18/01/16,15451.00,2.67,8058.57,todos,JAL,40959.00
25/01/16,15644.00,2.66,8162.57,todos,JAL,41494.00
01/02/16,14979.00,2.69,7862.43,todos,JAL,40058.00
08/02/16,15688.00,3.06,9094.43,todos,JAL,47973.00
15/02/16,16592.00,2.63,8575.14,todos,JAL,43434.00
22/02/16,14762.00,2.60,7538.29,todos,JAL,38006.00
29/02/16,15361.00,2.86,8441.29,todos,JAL,43728.00
07/03/16,17325.00,2.61,8803.43,todos,JAL,44299.00
14/03/16,17015.00,2.57,8632.00,todos,JAL,43409.00
21/03/16,14811.00,2.87,8121.00,todos,JAL,42036.00
28/03/16,17625.00,2.41,8583.43,todos,JAL,42459.00
04/04/16,19469.00,2.28,9113.14,todos,JAL,44323.00
11/04/16,17547.00,2.51,8780.71,todos,JAL,43918.00
18/04/16,17103.00,2.49,8524.00,todos,JAL,42565.00
25/04/16,18004.00,2.54,9027.00,todos,JAL,45185.00
02/05/16,17362.00,2.83,9500.71,todos,JAL,49143.00
09/05/16,19047.00,2.53,9484.14,todos,JAL,47342.00
16/05/16,18065.00,2.34,8605.71,todos,JAL,42175.00
23/05/16,18176.00,2.31,8592.29,todos,JAL,41970.00
30/05/16,19653.00,2.52,9848.86,todos,JAL,49289.00
06/06/16,18095.00,2.79,9746.14,todos,JAL,50128.00
13/06/16,19799.00,2.27,9230.57,todos,JAL,44815.00
20/06/16,20290.00,2.57,10313.43,todos,JAL,51904.00
27/06/16,20775.00,2.71,10982.00,todos,JAL,56099.00
04/07/16,18716.00,2.61,9498.43,todos,JAL,47773.00
11/07/16,20992.00,2.53,10555.43,todos,JAL,52896.00
18/07/16,20355.00,2.51,10203.57,todos,JAL,51070.00
25/07/16,20903.00,2.46,10316.14,todos,JAL,51310.00
01/08/16,20418.00,2.57,10406.00,todos,JAL,52424.00
08/08/16,19635.00,2.78,10571.71,todos,JAL,54367.00
15/08/16,19895.00,2.41,9694.71,todos,JAL,47968.00
22/08/16,18734.00,2.25,8678.86,todos,JAL,42018.00
29/08/16,17269.00,2.40,8307.43,todos,JAL,40883.00
05/09/16,18339.00,2.29,8606.86,todos,JAL,41909.00
12/09/16,17139.00,2.39,8265.14,todos,JAL,40717.00
19/09/16,18369.00,2.37,8810.86,todos,JAL,43307.00
26/09/16,18909.00,2.41,9170.43,todos,JAL,45284.00
03/10/16,16501.00,2.51,8266.29,todos,JAL,41363.00
10/10/16,16455.00,2.46,8109.71,todos,JAL,40313.00
17/10/16,16497.00,2.58,8374.00,todos,JAL,42121.00
24/10/16,16478.00,2.51,8180.14,todos,JAL,40783.00
31/10/16,18469.00,2.32,8736.71,todos,JAL,42688.00
07/11/16,18257.00,2.27,8381.00,todos,JAL,40410.00
14/11/16,16123.00,2.45,7875.71,todos,JAL,39007.00
21/11/16,17445.00,2.41,8480.86,todos,JAL,41921.00
28/11/16,17133.00,2.40,8312.71,todos,JAL,41056.00
05/12/16,14881.00,2.54,7503.14,todos,JAL,37641.00
12/12/16,13124.00,2.51,6526.29,todos,JAL,32560.00
19/12/16,15201.00,2.56,7670.43,todos,JAL,38492.00
26/12/16,15719.00,2.67,8153.29,todos,JAL,41354.00
02/01/17,19183.00,2.23,8761.57,todos,JAL,42148.00
09/01/17,15661.00,2.41,7612.71,todos,JAL,37628.00
16/01/17,16239.00,2.32,7679.71,todos,JAL,37519.00
23/01/17,16024.00,2.47,7897.86,todos,JAL,39261.00
30/01/17,14105.00,2.61,7200.14,todos,JAL,36296.00
06/02/17,12797.00,2.75,6844.14,todos,JAL,35112.00
13/02/17,13493.00,2.66,7031.00,todos,JAL,35724.00
20/02/17,13737.00,2.80,7450.57,todos,JAL,38417.00
27/02/17,12429.00,2.64,6432.29,todos,JAL,32597.00
06/03/17,13762.00,2.44,6741.29,todos,JAL,33427.00
13/03/17,13281.00,2.54,6680.86,todos,JAL,33485.00
20/03/17,12996.00,2.54,6526.43,todos,JAL,32689.00
27/03/17,12868.00,2.47,6361.57,todos,JAL,31663.00
03/04/17,13099.00,2.42,6351.57,todos,JAL,31362.00
10/04/17,13039.00,2.51,6502.86,todos,JAL,32481.00
17/04/17,13271.00,2.58,6749.71,todos,JAL,33977.00
24/04/17,12523.00,2.76,6691.00,todos,JAL,34314.00
01/05/17,12898.00,2.67,6745.43,todos,JAL,34320.00
08/05/17,13530.00,2.65,7038.86,todos,JAL,35742.00
15/05/17,12950.00,2.68,6770.86,todos,JAL,34446.00
22/05/17,13654.00,2.52,6826.43,todos,JAL,34131.00
29/05/17,13488.00,2.63,6974.86,todos,JAL,35336.00
05/06/17,12853.00,2.34,6120.71,todos,JAL,29992.00
12/06/17,13118.00,2.35,6272.71,todos,JAL,30791.00
19/06/17,13392.00,2.38,6465.57,todos,JAL,31867.00
26/06/17,14081.00,2.46,6893.86,todos,JAL,34176.00
03/07/17,14158.00,2.66,7383.71,todos,JAL,37528.00
10/07/17,14562.00,2.31,6880.86,todos,JAL,33604.00
17/07/17,14444.00,2.77,7768.29,todos,JAL,39934.00
24/07/17,13944.00,2.64,7256.86,todos,JAL,36854.00
31/07/17,13145.00,2.56,6624.00,todos,JAL,33223.00
07/08/17,14870.00,2.46,7357.71,todos,JAL,36634.00
14/08/17,15197.00,2.27,7100.71,todos,JAL,34508.00
21/08/17,15324.00,2.66,8027.00,todos,JAL,40865.00
28/08/17,14346.00,2.32,6758.43,todos,JAL,32963.00
04/09/17,15617.00,2.16,6976.86,todos,JAL,33221.00
11/09/17,15236.00,2.21,6966.29,todos,JAL,33528.00
18/09/17,16737.00,2.17,7470.14,todos,JAL,35554.00
25/09/17,14838.00,2.21,6786.43,todos,JAL,32667.00
02/10/17,14835.00,2.19,6750.86,todos,JAL,32421.00
09/10/17,14778.00,2.24,6810.57,todos,JAL,32896.00
16/10/17,15790.00,2.17,7123.29,todos,JAL,34073.00
23/10/17,15885.00,2.03,6876.57,todos,JAL,32251.00
30/10/17,16540.00,1.98,7017.86,todos,JAL,32585.00
06/11/17,15924.00,2.01,6811.86,todos,JAL,31759.00
13/11/17,16350.00,1.99,6974.43,todos,JAL,32471.00
20/11/17,14725.00,2.12,6521.29,todos,JAL,30924.00
27/11/17,14372.00,2.16,6477.57,todos,JAL,30971.00
04/12/17,13288.00,2.08,5830.57,todos,JAL,27526.00
11/12/17,13391.00,2.02,5768.29,todos,JAL,26987.00
18/12/17,12999.00,2.24,5986.00,todos,JAL,28903.00
25/12/17,13073.00,2.35,6251.00,todos,JAL,30684.00
01/01/18,15608.00,2.25,6323.88,todos,JAL,34983.00
08/01/18,15657.00,2.20,7147.14,todos,JAL,34373.00
15/01/18,15364.00,2.09,6777.29,todos,JAL,32077.00
22/01/18,15003.00,2.04,6489.86,todos,JAL,30426.00
29/01/18,15308.00,2.08,6735.14,todos,JAL,31838.00
05/02/18,15354.00,2.04,6657.14,todos,JAL,31246.00
12/02/18,14873.00,2.17,6733.86,todos,JAL,32264.00
19/02/18,15543.00,2.08,6811.57,todos,JAL,32138.00
26/02/18,15284.00,2.18,6933.43,todos,JAL,33250.00
05/03/18,14467.00,2.18,6567.71,todos,JAL,31507.00
12/03/18,15074.00,2.14,6745.43,todos,JAL,32144.00
19/03/18,14599.00,2.17,6581.71,todos,JAL,31473.00
26/03/18,12011.00,2.64,6218.00,todos,JAL,31515.00
02/04/18,14699.00,2.47,7258.14,todos,JAL,36108.00
09/04/18,14510.00,2.19,6578.14,todos,JAL,31537.00
16/04/18,16852.00,2.23,7623.71,todos,JAL,36514.00
23/04/18,15333.00,2.12,6812.86,todos,JAL,32357.00
30/04/18,15289.00,2.10,6755.86,todos,JAL,32002.00
07/05/18,14835.00,2.09,6523.00,todos,JAL,30826.00
14/05/18,15397.00,1.98,6485.14,todos,JAL,29999.00
21/05/18,14992.00,1.79,5968.14,todos,JAL,26785.00
28/05/18,15895.00,1.89,6544.00,todos,JAL,29913.00
04/06/18,16098.00,1.93,6741.57,todos,JAL,31093.00
11/06/18,18585.00,2.03,8004.86,todos,JAL,37449.00
18/06/18,15902.00,2.11,7042.43,todos,JAL,33395.00
25/06/18,19873.00,1.97,8271.43,todos,JAL,38027.00
02/07/18,16780.00,2.06,7155.00,todos,JAL,33305.00
09/07/18,14631.00,2.13,6524.00,todos,JAL,31037.00
16/07/18,14987.00,2.02,6447.00,todos,JAL,30142.00
23/07/18,14894.00,1.98,6335.43,todos,JAL,29454.00
30/07/18,15470.00,1.90,6396.57,todos,JAL,29306.00
06/08/18,15174.00,1.84,6149.43,todos,JAL,27872.00
13/08/18,14055.00,1.97,5955.43,todos,JAL,27633.00
20/08/18,14633.00,1.93,6120.57,todos,JAL,28211.00
27/08/18,14738.00,1.92,6143.14,todos,JAL,28264.00
03/09/18,14927.00,1.92,6200.00,todos,JAL,28473.00
10/09/18,15111.00,1.88,6194.29,todos,JAL,28249.00
17/09/18,15573.00,1.80,6203.57,todos,JAL,27852.00
24/09/18,15554.00,1.78,6158.71,todos,JAL,27557.00
01/10/18,14637.00,1.95,6158.71,todos,JAL,28474.00
08/10/18,14694.00,1.89,6057.00,todos,JAL,27705.00
15/10/18,15468.00,1.87,6337.71,todos,JAL,28896.00
22/10/18,15673.00,1.87,6421.43,todos,JAL,29277.00
29/10/18,14332.00,1.89,5856.14,todos,JAL,26661.00
05/11/18,14212.00,1.91,5895.00,todos,JAL,27053.00
12/11/18,13861.00,1.92,5751.43,todos,JAL,26399.00
19/11/18,14247.00,1.91,5922.71,todos,JAL,27212.00
26/11/18,16191.00,1.85,6571.29,todos,JAL,29808.00
03/12/18,14829.00,1.88,6104.00,todos,JAL,27899.00
10/12/18,14777.00,1.76,5826.43,todos,JAL,26008.00
17/12/18,13849.00,1.80,5532.57,todos,JAL,24879.00
24/12/18,14838.00,1.89,6121.14,todos,JAL,28010.00
31/12/18,15514.00,1.98,6500.71,todos,JAL,29991.00
07/01/19,20861.00,1.56,7629.43,todos,JAL,32545.00
14/01/19,18908.00,1.65,7161.57,todos,JAL,31223.00
21/01/19,18567.00,1.61,6894.71,todos,JAL,29696.00
28/01/19,16549.00,1.80,6610.57,todos,JAL,29725.00
04/02/19,15795.00,1.79,6295.14,todos,JAL,28271.00
11/02/19,15390.00,1.89,6331.14,todos,JAL,28928.00
18/02/19,16129.00,1.86,6613.43,todos,JAL,30165.00
25/02/19,15463.00,1.78,6143.43,todos,JAL,27541.00
04/03/19,13630.00,1.86,5533.57,todos,JAL,25105.00
11/03/19,12258.00,1.86,4987.86,todos,JAL,22657.00
18/03/19,12588.00,1.96,5320.71,todos,JAL,24657.00
25/03/19,14642.00,1.74,5718.14,todos,JAL,25385.00
01/04/19,13625.00,1.79,5407.14,todos,JAL,24225.00
08/04/19,14512.00,1.81,5810.00,todos,JAL,26158.00
15/04/19,14781.00,1.74,5731.00,todos,JAL,25336.00
22/04/19,16903.00,1.75,6628.86,todos,JAL,29499.00
29/04/19,16140.00,1.76,6350.14,todos,JAL,28311.00
06/05/19,15937.00,1.85,6464.86,todos,JAL,29317.00
13/05/19,16028.00,1.74,6261.29,todos,JAL,27801.00
20/05/19,15791.00,1.74,6180.57,todos,JAL,27473.00
27/05/19,14988.00,1.83,6052.29,todos,JAL,27378.00
03/06/19,12677.00,1.79,5864.00,todos,JAL,22507.00
10/06/19,15092.00,1.87,6137.43,todos,JAL,27870.00
17/06/19,16673.00,1.83,6733.14,todos,JAL,30459.00
24/06/19,16163.00,1.81,6485.71,todos,JAL,29237.00
01/07/19,16410.00,1.86,6702.43,todos,JAL,30507.00
08/07/19,14880.00,1.89,6108.57,todos,JAL,27880.00
15/07/19,15864.00,1.91,6600.00,todos,JAL,30336.00
22/07/19,15228.00,1.88,6268.29,todos,JAL,28650.00
29/07/19,15788.00,1.92,6586.00,todos,JAL,30314.00
05/08/19,14943.00,1.86,6096.43,todos,JAL,27732.00
12/08/19,15555.00,1.69,5956.29,todos,JAL,26139.00
19/08/19,14365.00,1.80,5746.57,todos,JAL,25861.00
26/08/19,15023.00,1.81,6027.00,todos,JAL,27166.00
02/09/19,14381.00,1.82,5773.00,todos,JAL,26030.00
09/09/19,14645.00,1.86,5964.29,todos,JAL,27105.00
16/09/19,14816.00,1.73,5758.00,todos,JAL,25490.00
23/09/19,16959.00,1.68,6476.43,todos,JAL,28376.00
30/09/19,15353.00,1.83,6186.00,todos,JAL,27949.00
07/10/19,15127.00,1.85,6138.57,todos,JAL,27843.00
14/10/19,18618.00,1.60,6822.14,todos,JAL,29137.00
21/10/19,15995.00,1.75,6284.57,todos,JAL,27997.00
28/10/19,15915.00,1.88,6536.57,todos,JAL,29841.00
04/11/19,17169.00,1.74,6698.14,todos,JAL,29718.00
11/11/19,16564.00,1.73,6443.29,todos,JAL,28539.00
18/11/19,15150.00,1.92,6305.14,todos,JAL,28986.00
25/11/19,17252.00,1.77,6812.00,todos,JAL,30432.00
02/12/19,15884.00,1.93,6637.14,todos,JAL,30576.00
09/12/19,15306.00,1.92,6363.00,todos,JAL,29235.00
16/12/19,14068.00,1.91,5827.43,todos,JAL,26724.00
23/12/19,14437.00,1.97,6076.29,todos,JAL,28097.00
30/12/19,14586.00,2.04,6321.43,todos,JAL,29664.00
06/01/20,16352.00,1.81,6559.86,todos,JAL,29567.00
13/01/20,16911.00,1.71,6553.00,todos,JAL,28960.00
20/01/20,15330.00,1.80,6133.71,todos,JAL,27606.00
27/01/20,15780.00,1.80,6282.43,todos,JAL,28197.00
03/02/20,13093.00,1.74,5985.00,todos,JAL,22817.00
10/02/20,15122.00,1.82,6090.14,todos,JAL,27509.00
17/02/20,17106.00,1.60,6301.57,todos,JAL,27005.00
24/02/20,15977.00,1.75,6265.57,todos,JAL,27882.00
02/03/20,16410.00,1.69,6291.14,todos,JAL,27628.00
09/03/20,18782.00,1.50,6698.00,todos,JAL,28104.00
16/03/20,21444.00,1.49,7621.29,todos,JAL,31905.00
23/03/20,21018.00,1.46,7376.43,todos,JAL,30617.00
30/03/20,19912.00,1.52,7125.43,todos,JAL,29966.00
06/04/20,18285.00,1.53,6592.14,todos,JAL,27860.00
13/04/20,18235.00,1.56,6657.43,todos,JAL,28367.00
20/04/20,17004.00,1.66,6451.29,todos,JAL,28155.00
27/04/20,15763.00,1.62,5907.86,todos,JAL,25592.00
04/05/20,13082.00,1.67,5811.17,todos,JAL,21785.00
11/05/20,14451.00,1.67,5509.57,todos,JAL,24116.00
18/05/20,14495.00,1.70,5590.57,todos,JAL,24639.00
25/05/20,14530.00,1.62,5433.14,todos,JAL,23502.00
01/06/20,19392.00,1.40,6573.57,todos,JAL,26623.00
08/06/20,15400.00,1.65,5832.71,todos,JAL,25429.00
15/06/20,16205.00,1.64,6098.00,todos,JAL,26481.00
22/06/20,14804.00,1.72,5748.71,todos,JAL,25437.00
29/06/20,14650.00,1.74,5728.86,todos,JAL,25452.00
06/07/20,14843.00,1.74,5801.57,todos,JAL,25768.00
13/07/20,14838.00,1.73,5791.43,todos,JAL,25702.00
20/07/20,14338.00,1.78,5690.14,todos,JAL,25493.00
27/07/20,14548.00,1.69,5576.43,todos,JAL,24487.00
03/08/20,13784.00,1.74,5401.86,todos,JAL,24029.00
10/08/20,14455.00,1.72,5607.43,todos,JAL,24797.00
17/08/20,14054.00,1.76,5540.14,todos,JAL,24727.00
24/08/20,9527.00,1.82,4416.17,todos,JAL,16970.00
31/08/20,12270.00,1.82,4946.86,todos,JAL,22358.00
07/09/20,13596.00,1.81,5443.00,todos,JAL,24505.00
14/09/20,13963.00,1.86,5707.71,todos,JAL,25991.00
21/09/20,12787.00,1.88,5251.43,todos,JAL,23973.00
28/09/20,13009.00,1.91,5397.00,todos,JAL,24770.00
05/10/20,12536.00,1.90,5197.71,todos,JAL,23848.00
12/10/20,12888.00,1.85,5234.71,todos,JAL,23755.00
19/10/20,12720.00,1.92,5290.43,todos,JAL,24313.00
26/10/20,13925.00,1.71,5385.43,todos,JAL,23773.00
02/11/20,14218.00,1.78,5652.86,todos,JAL,25352.00
09/11/20,12884.00,1.83,5201.71,todos,JAL,23528.00
16/11/20,11719.00,1.94,4912.71,todos,JAL,22670.00
23/11/20,13374.00,1.84,5403.14,todos,JAL,24448.00
30/11/20,11836.00,2.01,5082.43,todos,JAL,23741.00
07/12/20,11052.00,1.96,4669.43,todos,JAL,21634.00
14/12/20,9742.00,1.83,4573.00,todos,JAL,17696.00
21/12/20,10882.00,2.00,4628.29,todos,JAL,21516.00
28/12/20,10929.00,2.06,4752.14,todos,JAL,22336.00
04/01/21,12269.00,1.79,4887.00,todos,JAL,21940.00
11/01/21,12027.00,1.80,4811.86,todos,JAL,21656.00
18/01/21,12626.00,1.74,4926.86,todos,JAL,21862.00
25/01/21,11449.00,1.80,4580.14,todos,JAL,20612.00
01/02/21,7951.00,1.87,4567.20,todos,JAL,14885.00
28/12/15,12434.00,3.22,17391.67,locales,CDMX,39741.00
04/01/16,44511.00,2.78,23959.86,locales,CDMX,123208.00
11/01/16,52820.00,2.49,25670.71,locales,CDMX,126875.00
18/01/16,43819.00,2.79,23629.29,locales,CDMX,121586.00
25/01/16,44123.00,2.83,23943.71,locales,CDMX,123483.00
01/02/16,41923.00,2.97,23613.43,locales,CDMX,123371.00
08/02/16,45842.00,2.88,25399.71,locales,CDMX,131956.00
15/02/16,46999.00,2.76,25128.29,locales,CDMX,128899.00
22/02/16,42191.00,2.82,23123.57,locales,CDMX,119674.00
29/02/16,46226.00,2.95,25952.43,locales,CDMX,135441.00
07/03/16,50678.00,2.81,27203.14,locales,CDMX,139744.00
14/03/16,50759.00,2.84,27222.00,locales,CDMX,139795.00
21/03/16,40026.00,2.85,21897.86,locales,CDMX,113259.00
28/03/16,52080.00,2.56,26296.57,locales,CDMX,131996.00
04/04/16,59412.00,2.51,29395.00,locales,CDMX,146353.00
11/04/16,52812.00,2.77,28188.29,locales,CDMX,144506.00
18/04/16,52554.00,2.78,28189.86,locales,CDMX,144775.00
25/04/16,51626.00,2.83,28041.29,locales,CDMX,144663.00
02/05/16,58062.00,2.59,29665.57,locales,CDMX,149597.00
09/05/16,55117.00,2.59,28234.14,locales,CDMX,142522.00
16/05/16,53851.00,2.61,27785.14,locales,CDMX,140645.00
23/05/16,56461.00,2.47,28004.57,locales,CDMX,139571.00
30/05/16,55779.00,2.57,28390.71,locales,CDMX,142956.00
06/06/16,46715.00,2.72,24841.71,locales,CDMX,127177.00
13/06/16,56145.00,2.52,28182.86,locales,CDMX,141135.00
20/06/16,54657.00,2.59,27843.86,locales,CDMX,140250.00
27/06/16,53151.00,2.71,27978.29,locales,CDMX,142697.00
04/07/16,45856.00,2.63,23453.57,locales,CDMX,118319.00
11/07/16,48611.00,2.73,25778.86,locales,CDMX,131841.00
18/07/16,47037.00,2.74,24921.29,locales,CDMX,127412.00
25/07/16,46919.00,2.69,24609.86,locales,CDMX,125350.00
01/08/16,47575.00,2.65,24722.14,locales,CDMX,125480.00
08/08/16,47601.00,2.68,24798.14,locales,CDMX,125986.00
15/08/16,46622.00,2.66,24263.14,locales,CDMX,123220.00
22/08/16,49802.00,2.52,25045.71,locales,CDMX,125518.00
29/08/16,49974.00,2.44,24180.71,locales,CDMX,119291.00
05/09/16,49178.00,2.52,24690.57,locales,CDMX,123656.00
12/09/16,45535.00,2.58,23219.00,locales,CDMX,116998.00
19/09/16,50171.00,2.50,24896.43,locales,CDMX,124104.00
26/09/16,48068.00,2.65,24874.57,locales,CDMX,126054.00
03/10/16,46524.00,2.69,24502.29,locales,CDMX,124992.00
10/10/16,43908.00,2.71,23030.14,locales,CDMX,117303.00
17/10/16,44522.00,2.63,22959.14,locales,CDMX,116192.00
24/10/16,46042.00,2.72,24153.00,locales,CDMX,123029.00
31/10/16,45245.00,2.59,23139.14,locales,CDMX,116729.00
07/11/16,51652.00,2.56,25328.43,locales,CDMX,125647.00
14/11/16,42366.00,2.77,22703.29,locales,CDMX,116557.00
21/11/16,42802.00,2.71,22646.57,locales,CDMX,115724.00
28/11/16,42651.00,2.64,22033.43,locales,CDMX,111583.00
05/12/16,41812.00,2.61,21443.71,locales,CDMX,108294.00
12/12/16,36099.00,2.72,18920.29,locales,CDMX,96343.00
19/12/16,35709.00,2.77,19079.71,locales,CDMX,97849.00
26/12/16,31691.00,2.83,17098.86,locales,CDMX,88001.00
02/01/17,44568.00,2.35,20729.43,locales,CDMX,100538.00
09/01/17,40736.00,2.60,20821.57,locales,CDMX,105015.00
16/01/17,41471.00,2.56,20890.71,locales,CDMX,104764.00
23/01/17,42787.00,2.66,22148.57,locales,CDMX,112253.00
30/01/17,37885.00,2.71,19925.71,locales,CDMX,101595.00
06/02/17,34656.00,2.75,18517.71,locales,CDMX,94968.00
13/02/17,34964.00,2.95,19685.57,locales,CDMX,102835.00
20/02/17,37252.00,2.79,20100.43,locales,CDMX,103451.00
27/02/17,35247.00,2.76,18867.71,locales,CDMX,96827.00
06/03/17,38061.00,2.67,19879.43,locales,CDMX,101095.00
13/03/17,37151.00,2.75,19769.29,locales,CDMX,101234.00
20/03/17,34313.00,2.76,18331.57,locales,CDMX,94008.00
27/03/17,34217.00,2.68,17862.29,locales,CDMX,90819.00
03/04/17,37829.00,2.43,18420.71,locales,CDMX,91116.00
10/04/17,34432.00,2.46,16995.43,locales,CDMX,84536.00
17/04/17,35514.00,2.67,18470.14,locales,CDMX,93777.00
24/04/17,34019.00,2.76,18021.71,locales,CDMX,92133.00
01/05/17,33685.00,2.71,17790.00,locales,CDMX,90845.00
08/05/17,38966.00,2.64,20191.00,locales,CDMX,102371.00
15/05/17,37260.00,2.92,20762.57,locales,CDMX,108078.00
22/05/17,35113.00,2.79,18824.14,locales,CDMX,96656.00
29/05/17,35688.00,2.91,19858.71,locales,CDMX,103323.00
05/06/17,34093.00,2.73,18043.57,locales,CDMX,92212.00
12/06/17,34302.00,2.69,17977.14,locales,CDMX,91538.00
19/06/17,34155.00,2.65,17741.71,locales,CDMX,90037.00
26/06/17,38639.00,2.44,18676.86,locales,CDMX,92099.00
03/07/17,34311.00,2.62,17663.71,locales,CDMX,89335.00
10/07/17,36827.00,2.50,18302.29,locales,CDMX,91289.00
17/07/17,36517.00,2.53,18373.00,locales,CDMX,92094.00
24/07/17,33888.00,2.58,17219.86,locales,CDMX,86651.00
31/07/17,32045.00,2.65,16584.00,locales,CDMX,84043.00
07/08/17,36614.00,2.50,18266.43,locales,CDMX,91251.00
14/08/17,38770.00,2.41,18782.86,locales,CDMX,92710.00
21/08/17,40982.00,2.36,19638.29,locales,CDMX,96486.00
28/08/17,41208.00,2.37,19629.86,locales,CDMX,96201.00
04/09/17,48721.00,2.17,21410.14,locales,CDMX,101150.00
11/09/17,42831.00,2.30,20159.43,locales,CDMX,98285.00
18/09/17,67891.00,1.82,26844.00,locales,CDMX,120017.00
25/09/17,46875.00,2.08,20417.29,locales,CDMX,96046.00
02/10/17,44135.00,2.26,20431.14,locales,CDMX,98883.00
09/10/17,42973.00,2.31,20229.71,locales,CDMX,98635.00
16/10/17,42825.00,2.31,20192.86,locales,CDMX,98525.00
23/10/17,43517.00,2.36,20807.43,locales,CDMX,102135.00
30/10/17,40680.00,2.38,19589.14,locales,CDMX,96444.00
06/11/17,42155.00,2.24,19373.86,locales,CDMX,93462.00
13/11/17,44520.00,2.32,21024.57,locales,CDMX,102652.00
20/11/17,38316.00,2.29,17984.71,locales,CDMX,87577.00
27/11/17,38418.00,2.26,17765.00,locales,CDMX,85937.00
04/12/17,35356.00,2.36,16872.43,locales,CDMX,82751.00
11/12/17,37549.00,2.26,17393.71,locales,CDMX,84207.00
18/12/17,35136.00,2.37,16690.00,locales,CDMX,81694.00
25/12/17,30778.00,2.42,14980.57,locales,CDMX,74086.00
01/01/18,40800.00,2.28,16557.00,locales,CDMX,91656.00
08/01/18,40892.00,2.25,18948.57,locales,CDMX,91748.00
15/01/18,39275.00,2.33,18601.71,locales,CDMX,90937.00
22/01/18,40216.00,2.28,18827.00,locales,CDMX,91573.00
29/01/18,39316.00,2.32,18525.14,locales,CDMX,90360.00
05/02/18,36885.00,2.34,17545.00,locales,CDMX,85930.00
12/02/18,41354.00,2.29,19284.43,locales,CDMX,93637.00
19/02/18,44520.00,2.17,19862.29,locales,CDMX,94516.00
26/02/18,40526.00,2.40,19661.14,locales,CDMX,97102.00
05/03/18,38718.00,2.39,18675.29,locales,CDMX,92009.00
12/03/18,39812.00,2.34,18892.57,locales,CDMX,92436.00
19/03/18,37742.00,2.33,17807.14,locales,CDMX,86908.00
26/03/18,33167.00,2.37,15917.00,locales,CDMX,78252.00
02/04/18,39479.00,2.34,18669.71,locales,CDMX,91209.00
09/04/18,39136.00,2.29,18277.71,locales,CDMX,88808.00
16/04/18,50220.00,2.14,21759.86,locales,CDMX,102099.00
23/04/18,42885.00,2.14,19151.71,locales,CDMX,91177.00
30/04/18,43167.00,2.15,19349.43,locales,CDMX,92279.00
07/05/18,42215.00,2.19,19144.43,locales,CDMX,91796.00
14/05/18,51130.00,1.98,21257.86,locales,CDMX,97675.00
21/05/18,41876.00,1.97,17739.71,locales,CDMX,82302.00
28/05/18,42392.00,1.98,17994.57,locales,CDMX,83570.00
04/06/18,44036.00,2.06,19173.86,locales,CDMX,90181.00
11/06/18,52751.00,2.12,23093.29,locales,CDMX,108902.00
18/06/18,44868.00,2.21,20433.86,locales,CDMX,98169.00
25/06/18,53353.00,2.10,23210.57,locales,CDMX,109121.00
02/07/18,44161.00,2.17,19673.14,locales,CDMX,93551.00
09/07/18,38114.00,2.32,17993.57,locales,CDMX,87841.00
16/07/18,39729.00,2.09,17402.57,locales,CDMX,82089.00
23/07/18,35965.00,2.19,16383.14,locales,CDMX,78717.00
30/07/18,37320.00,2.12,16585.71,locales,CDMX,78780.00
06/08/18,38546.00,2.05,16720.14,locales,CDMX,78495.00
13/08/18,38120.00,2.15,17081.29,locales,CDMX,81449.00
20/08/18,41218.00,2.01,17662.29,locales,CDMX,82418.00
27/08/18,40972.00,2.02,17602.43,locales,CDMX,82245.00
03/09/18,42430.00,1.97,17872.00,locales,CDMX,82674.00
10/09/18,40689.00,2.03,17494.00,locales,CDMX,81769.00
17/09/18,41978.00,1.97,17727.43,locales,CDMX,82114.00
24/09/18,41112.00,1.98,17387.43,locales,CDMX,80600.00
01/10/18,41105.00,2.07,17977.29,locales,CDMX,84736.00
08/10/18,39788.00,2.04,17203.71,locales,CDMX,80638.00
15/10/18,41060.00,2.00,17603.29,locales,CDMX,82163.00
22/10/18,45589.00,1.97,19256.00,locales,CDMX,89203.00
29/10/18,38906.00,2.06,16540.43,locales,CDMX,76877.00
05/11/18,39404.00,2.03,17025.86,locales,CDMX,79777.00
12/11/18,39805.00,2.03,16956.57,locales,CDMX,78891.00
19/11/18,39454.00,2.01,16904.71,locales,CDMX,78879.00
26/11/18,46344.00,1.83,18660.57,locales,CDMX,84280.00
03/12/18,42930.00,1.87,17569.71,locales,CDMX,80058.00
10/12/18,42637.00,1.84,17262.71,locales,CDMX,78202.00
17/12/18,37717.00,1.86,15266.43,locales,CDMX,69148.00
24/12/18,32079.00,1.97,13606.00,locales,CDMX,63163.00
31/12/18,35284.00,2.01,14953.57,locales,CDMX,69391.00
07/01/19,54980.00,1.56,20072.71,locales,CDMX,85529.00
14/01/19,47778.00,1.78,18883.57,locales,CDMX,84407.00
21/01/19,45293.00,1.87,18480.29,locales,CDMX,84069.00
28/01/19,45147.00,1.82,18113.57,locales,CDMX,81648.00
04/02/19,44166.00,1.83,17775.86,locales,CDMX,80265.00
