emisora,fecha,hora,descripcion,titulos,precio,tasa,plazo,intereses,impuestos,comision,importe,saldo
FIBRAPL 14,08/01/21,12:08:00,Compra de Acciones.,4.00,44.44,0.00,0.00,0.00,0.04,0.27,178.07,50082.61
FIBRAPL 14,08/01/21,12:08:01,Compra de Acciones.,11.00,44.44,0.00,0.00,0.00,0.12,0.73,489.69,49592.92
FIBRAPL 14,08/01/21,12:08:01,Compra de Acciones.,1.00,44.44,0.00,0.00,0.00,0.01,0.07,44.52,49548.40
FIBRAPL 14,08/01/21,12:08:01,Compra de Acciones.,22.00,44.44,0.00,0.00,0.00,0.23,1.47,979.38,48569.02
FIBRAPL 14,08/01/21,12:08:01,Compra de Acciones.,3.00,44.44,0.00,0.00,0.00,0.03,0.20,133.55,48435.47
FIBRAPL 14,08/01/21,12:08:24,Compra de Acciones.,79.00,44.44,0.00,0.00,0.00,0.84,5.27,3516.87,44918.60
FIBRAPL 14,08/01/21,12:08:24,Compra de Acciones.,11.00,44.44,0.00,0.00,0.00,0.12,0.73,489.69,44428.91
FIBRAPL 14,08/01/21,12:08:32,Compra de Acciones.,126.00,44.44,0.00,0.00,0.00,1.34,8.40,5609.18,38819.73
FIBRAPL 14,08/01/21,12:08:32,Compra de Acciones.,17.00,44.44,0.00,0.00,0.00,0.18,1.13,756.79,38062.93
FIBRAPL 14,08/01/21,12:08:42,Compra de Acciones.,38.00,44.44,0.00,0.00,0.00,0.41,2.53,1691.66,36371.27
FIBRAPL 14,08/01/21,12:08:42,Compra de Acciones.,5.00,44.44,0.00,0.00,0.00,0.05,0.33,222.59,36148.69
FIBRAPL 14,08/01/21,12:08:46,Compra de Acciones.,60.00,44.44,0.00,0.00,0.00,0.64,4.00,2671.04,33477.65
FIBRAPL 14,08/01/21,12:08:46,Compra de Acciones.,8.00,44.44,0.00,0.00,0.00,0.09,0.53,356.14,33121.51
FIBRAPL 14,08/01/21,12:08:58,Compra de Acciones.,14.00,44.44,0.00,0.00,0.00,0.15,0.93,623.24,32498.27
FIBRAPL 14,08/01/21,12:09:00,Compra de Acciones.,30.00,44.44,0.00,0.00,0.00,0.32,2.00,1335.52,31162.75
FIBRAPL 14,08/01/21,12:09:00,Compra de Acciones.,4.00,44.44,0.00,0.00,0.00,0.04,0.27,178.07,30984.68
FIBRAPL 14,08/01/21,12:09:00,Compra de Acciones.,11.00,44.44,0.00,0.00,0.00,0.12,0.73,489.69,30494.99
FIBRAPL 14,08/01/21,12:09:00,Compra de Acciones.,2.00,44.44,0.00,0.00,0.00,0.02,0.13,89.03,30405.95
FIBRAPL 14,08/01/21,12:09:01,Compra de Acciones.,22.00,44.44,0.00,0.00,0.00,0.23,1.47,979.38,29426.57
FIBRAPL 14,08/01/21,12:09:01,Compra de Acciones.,3.00,44.44,0.00,0.00,0.00,0.03,0.20,133.55,29293.02
FIBRAPL 14,08/01/21,12:09:01,Compra de Acciones.,65.00,44.44,0.00,0.00,0.00,0.69,4.33,2893.63,26399.39
FIBRAPL 14,08/01/21,12:09:01,Compra de Acciones.,9.00,44.44,0.00,0.00,0.00,0.10,0.60,400.66,25998.74
FIBRAPL 14,08/01/21,12:09:49,Compra de Acciones.,64.00,44.44,0.00,0.00,0.00,0.68,4.27,2849.11,23149.63
FIBRAPL 14,08/01/21,12:09:49,Compra de Acciones.,8.00,44.44,0.00,0.00,0.00,0.09,0.53,356.14,22793.49
FIBRAPL 14,08/01/21,12:10:00,Compra de Acciones.,30.00,44.44,0.00,0.00,0.00,0.32,2.00,1335.52,21457.97
FIBRAPL 14,08/01/21,12:10:00,Compra de Acciones.,4.00,44.44,0.00,0.00,0.00,0.04,0.27,178.07,21279.90
FIBRAPL 14,08/01/21,12:10:00,Compra de Acciones.,11.00,44.44,0.00,0.00,0.00,0.12,0.73,489.69,20790.21
FIBRAPL 14,08/01/21,12:10:00,Compra de Acciones.,2.00,44.44,0.00,0.00,0.00,0.02,0.13,89.03,20701.18
FIBRAPL 14,08/01/21,12:10:01,Compra de Acciones.,22.00,44.44,0.00,0.00,0.00,0.23,1.47,979.38,19721.79
FIBRAPL 14,08/01/21,12:10:01,Compra de Acciones.,3.00,44.44,0.00,0.00,0.00,0.03,0.20,133.55,19588.24
FIBRAPL 14,08/01/21,12:10:03,Compra de Acciones.,266.00,44.44,0.00,0.00,0.00,2.84,17.73,11841.61,7746.63
FIBRAPL 14,08/01/21,12:10:03,Compra de Acciones.,36.00,44.44,0.00,0.00,0.00,0.38,2.40,1602.62,6144.01
FIBRAPL 14,08/01/21,12:10:05,Compra de Acciones.,114.00,44.44,0.00,0.00,0.00,1.22,7.60,5074.98,1069.04
FIBRAPL 14,08/01/21,12:10:05,Compra de Acciones.,16.00,44.44,0.00,0.00,0.00,0.17,1.07,712.28,356.76
FIBRAPL 14,08/01/21,12:10:22,Compra de Acciones.,100.00,44.44,0.00,0.00,0.00,1.07,6.67,4451.73,-4094.97
FIBRAPL 14,08/01/21,12:10:22,Compra de Acciones.,13.00,44.44,0.00,0.00,0.00,0.14,0.87,578.73,-4673.70
FIBRAPL 14,08/01/21,12:10:53,Compra de Acciones.,71.00,44.44,0.00,0.00,0.00,0.76,4.73,3160.73,-7834.43
FIBRAPL 14,08/01/21,12:10:53,Compra de Acciones.,10.00,44.44,0.00,0.00,0.00,0.11,0.67,445.17,-8279.60
FIBRAPL 14,08/01/21,12:11:00,Compra de Acciones.,30.00,44.44,0.00,0.00,0.00,0.32,2.00,1335.52,-9615.12
FIBRAPL 14,08/01/21,12:11:00,Compra de Acciones.,4.00,44.44,0.00,0.00,0.00,0.04,0.27,178.07,-9793.19
FIBRAPL 14,08/01/21,12:11:00,Compra de Acciones.,11.00,44.44,0.00,0.00,0.00,0.12,0.73,489.69,-10282.88
FIBRAPL 14,08/01/21,12:11:01,Compra de Acciones.,2.00,44.44,0.00,0.00,0.00,0.02,0.13,89.03,-10371.92
FIBRAPL 14,08/01/21,12:11:01,Compra de Acciones.,22.00,44.44,0.00,0.00,0.00,0.23,1.47,979.38,-11351.30
FIBRAPL 14,08/01/21,12:11:01,Compra de Acciones.,3.00,44.44,0.00,0.00,0.00,0.03,0.20,133.55,-11484.85
FIBRAPL 14,08/01/21,12:11:06,Compra de Acciones.,100.00,44.44,0.00,0.00,0.00,1.07,6.67,4451.73,-15936.58
FIBRAPL 14,08/01/21,12:11:06,Compra de Acciones.,13.00,44.44,0.00,0.00,0.00,0.14,0.87,578.73,-16515.31
FIBRAPL 14,08/01/21,12:11:33,Compra de Acciones.,252.00,44.44,0.00,0.00,0.00,2.69,16.80,11218.37,-27733.67
FIBRAPL 14,08/01/21,12:11:33,Compra de Acciones.,35.00,44.44,0.00,0.00,0.00,0.37,2.33,1558.11,-29291.78
FIBRAPL 14,08/01/21,12:11:39,Compra de Acciones.,170.00,44.44,0.00,0.00,0.00,1.81,11.33,7567.95,-36859.73
FIBRAPL 14,08/01/21,12:11:39,Compra de Acciones.,23.00,44.44,0.00,0.00,0.00,0.25,1.53,1023.90,-37883.63
FIBRAPL 14,08/01/21,12:11:55,Compra de Acciones.,6.00,44.44,0.00,0.00,0.00,0.06,0.40,267.10,-38150.73
FIBRAPL 14,08/01/21,12:11:55,Compra de Acciones.,1.00,44.44,0.00,0.00,0.00,0.01,0.07,44.52,-38195.25
FIBRAPL 14,08/01/21,12:11:56,Compra de Acciones.,54.00,44.44,0.00,0.00,0.00,0.58,3.60,2403.94,-40599.18
FIBRAPL 14,08/01/21,12:11:56,Compra de Acciones.,7.00,44.44,0.00,0.00,0.00,0.07,0.47,311.62,-40910.80
FIBRAPL 14,08/01/21,12:12:00,Compra de Acciones.,30.00,44.44,0.00,0.00,0.00,0.32,2.00,1335.52,-42246.32
FIBRAPL 14,08/01/21,12:12:00,Compra de Acciones.,4.00,44.44,0.00,0.00,0.00,0.04,0.27,178.07,-42424.39
FIBRAPL 14,08/01/21,12:12:00,Compra de Acciones.,100.00,44.44,0.00,0.00,0.00,1.07,6.67,4451.73,-46876.13
FIBRAPL 14,08/01/21,12:12:00,Compra de Acciones.,14.00,44.44,0.00,0.00,0.00,0.15,0.93,623.24,-47499.37
FIBRAPL 14,08/01/21,12:12:00,Compra de Acciones.,11.00,44.44,0.00,0.00,0.00,0.12,0.73,489.69,-47989.06
FIBRAPL 14,08/01/21,12:12:00,Compra de Acciones.,1.00,44.44,0.00,0.00,0.00,0.01,0.07,44.52,-48033.58
FIBRAPL 14,08/01/21,12:12:01,Compra de Acciones.,22.00,44.44,0.00,0.00,0.00,0.23,1.47,979.38,-49012.96
FIBRAPL 14,08/01/21,12:12:01,Compra de Acciones.,3.00,44.44,0.00,0.00,0.00,0.03,0.20,133.55,-49146.51
FIBRAPL 14,08/01/21,12:12:20,Compra de Acciones.,720.00,44.44,0.00,0.00,0.00,7.68,48.00,32052.47,-81198.98
FIBRAPL 14,08/01/21,1:15:03,Compra de Acciones.,179.00,44.26,0.00,0.00,0.00,1.90,11.88,7936.33,-89135.31
FIBRAPL 14,08/01/21,1:15:03,Compra de Acciones.,20.00,44.26,0.00,0.00,0.00,0.21,1.33,886.74,-90022.05
FIBRAPL 14,08/01/21,1:15:35,Compra de Acciones.,35.00,44.26,0.00,0.00,0.00,0.37,2.32,1551.80,-91573.84
FIBRAPL 14,08/01/21,1:15:46,Compra de Acciones.,60.00,44.26,0.00,0.00,0.00,0.64,3.98,2660.22,-94234.06
FIBRAPL 14,08/01/21,1:15:46,Compra de Acciones.,25.00,44.26,0.00,0.00,0.00,0.27,1.66,1108.43,-95342.49
FIBRAPL 14,08/01/21,1:15:58,Compra de Acciones.,238.00,44.26,0.00,0.00,0.00,2.53,15.80,10552.21,-105894.70
FIBRAPL 14,08/01/21,1:15:58,Compra de Acciones.,42.00,44.26,0.00,0.00,0.00,0.45,2.79,1862.15,-107756.85
FIBRAPL 14,08/01/21,1:16:00,Compra de Acciones.,30.00,44.26,0.00,0.00,0.00,0.32,1.99,1330.11,-109086.96
FIBRAPL 14,08/01/21,1:16:00,Compra de Acciones.,5.00,44.26,0.00,0.00,0.00,0.05,0.33,221.69,-109308.65
FIBRAPL 14,08/01/21,1:16:00,Compra de Acciones.,11.00,44.26,0.00,0.00,0.00,0.12,0.73,487.71,-109796.36
FIBRAPL 14,08/01/21,1:16:00,Compra de Acciones.,2.00,44.26,0.00,0.00,0.00,0.02,0.13,88.67,-109885.03
FIBRAPL 14,08/01/21,1:16:01,Compra de Acciones.,22.00,44.26,0.00,0.00,0.00,0.23,1.46,975.41,-110860.44
FIBRAPL 14,08/01/21,1:16:01,Compra de Acciones.,4.00,44.26,0.00,0.00,0.00,0.04,0.27,177.35,-111037.79
FIBRAPL 14,08/01/21,1:16:11,Compra de Acciones.,2.00,44.26,0.00,0.00,0.00,0.02,0.13,88.67,-111126.47
FIBRAPL 14,08/01/21,1:16:35,Compra de Acciones.,490.00,44.26,0.00,0.00,0.00,5.21,32.53,21725.14,-132851.60
FIBRAPL 14,08/01/21,1:16:43,Compra de Acciones.,55.00,44.26,0.00,0.00,0.00,0.58,3.65,2438.54,-135290.14
FIBRAPL 14,08/01/21,1:17:00,Compra de Acciones.,30.00,44.26,0.00,0.00,0.00,0.32,1.99,1330.11,-136620.25
FIBRAPL 14,08/01/21,1:17:00,Compra de Acciones.,11.00,44.26,0.00,0.00,0.00,0.12,0.73,487.71,-137107.96
FIBRAPL 14,08/01/21,1:17:01,Compra de Acciones.,22.00,44.26,0.00,0.00,0.00,0.23,1.46,975.41,-138083.37
FIBRAPL 14,08/01/21,1:17:03,Compra de Acciones.,294.00,44.26,0.00,0.00,0.00,3.12,19.52,13035.08,-151118.45
FIBRAPL 14,08/01/21,1:17:29,Compra de Acciones.,280.00,44.26,0.00,0.00,0.00,2.97,18.59,12414.36,-163532.82
FIBRAPL 14,08/01/21,1:17:44,Compra de Acciones.,75.00,44.26,0.00,0.00,0.00,0.80,4.98,3325.28,-166858.09
FIBRAPL 14,08/01/21,1:18:00,Compra de Acciones.,30.00,44.26,0.00,0.00,0.00,0.32,1.99,1330.11,-168188.20
FIBRAPL 14,08/01/21,1:18:00,Compra de Acciones.,11.00,44.26,0.00,0.00,0.00,0.12,0.73,487.71,-168675.91
FIBRAPL 14,08/01/21,1:18:01,Compra de Acciones.,22.00,44.26,0.00,0.00,0.00,0.23,1.46,975.41,-169651.32
FIBRAPL 14,08/01/21,1:18:02,Compra de Acciones.,5.00,44.26,0.00,0.00,0.00,0.05,0.33,221.69,-169873.01
FIBRAPL 14,08/01/21,1:30:12,Compra de Acciones.,186.00,44.23,0.00,0.00,0.00,1.97,12.34,8241.09,-178114.10
FIBRAPL 14,08/01/21,1:30:34,Compra de Acciones.,63.00,44.23,0.00,0.00,0.00,0.67,4.18,2791.34,-180905.44
FIBRAPL 14,08/01/21,1:30:36,Compra de Acciones.,60.00,44.23,0.00,0.00,0.00,0.64,3.98,2658.42,-183563.86
FIBRAPL 14,08/01/21,1:30:53,Compra de Acciones.,15.00,44.23,0.00,0.00,0.00,0.16,1.00,664.60,-184228.46
FIBRAPL 14,08/01/21,1:31:00,Compra de Acciones.,30.00,44.23,0.00,0.00,0.00,0.32,1.99,1329.21,-185557.67
FIBRAPL 14,08/01/21,1:31:00,Compra de Acciones.,11.00,44.23,0.00,0.00,0.00,0.12,0.73,487.38,-186045.05
FIBRAPL 14,08/01/21,1:31:01,Compra de Acciones.,22.00,44.23,0.00,0.00,0.00,0.23,1.46,974.75,-187019.80
FIBRAPL 14,08/01/21,1:31:10,Compra de Acciones.,15.00,44.23,0.00,0.00,0.00,0.16,1.00,664.60,-187684.41
FIBRAPL 14,08/01/21,1:31:32,Compra de Acciones.,54.00,44.23,0.00,0.00,0.00,0.57,3.58,2392.58,-190076.98
FIBRAPL 14,08/01/21,1:32:00,Compra de Acciones.,30.00,44.23,0.00,0.00,0.00,0.32,1.99,1329.21,-191406.19
FIBRAPL 14,08/01/21,1:32:00,Compra de Acciones.,11.00,44.23,0.00,0.00,0.00,0.12,0.73,487.38,-191893.57
FIBRAPL 14,08/01/21,1:32:01,Compra de Acciones.,22.00,44.23,0.00,0.00,0.00,0.23,1.46,974.75,-192868.32
FIBRAPL 14,08/01/21,1:32:02,Compra de Acciones.,81.00,44.23,0.00,0.00,0.00,0.86,5.37,3588.86,-196457.18
